Time(s),CH1(V),t0 = -5e-07s, tInc = 1.25e-10s,
-4.99875e-07,+8.709956E-02,,
-4.9975e-07,+8.709956E-02,,
-4.99625e-07,+8.709956E-02,,
-4.995e-07,+8.709956E-02,,
-4.99375e-07,+8.709956E-02,,
-4.9925e-07,+8.709956E-02,,
-4.99125e-07,+0.000000E+00,,
-4.99e-07,+0.000000E+00,,
-4.98875e-07,+0.000000E+00,,
-4.9875e-07,+8.709956E-02,,
-4.98625e-07,+0.000000E+00,,
-4.985e-07,+0.000000E+00,,
-4.98375e-07,+8.709956E-02,,
-4.9825e-07,+8.709956E-02,,
-4.98125e-07,+8.709956E-02,,
-4.98e-07,+8.709956E-02,,
-4.97875e-07,+0.000000E+00,,
-4.9775e-07,+8.709956E-02,,
-4.97625e-07,+8.709956E-02,,
-4.975e-07,+8.709956E-02,,
-4.97375e-07,+8.709956E-02,,
-4.9725e-07,+8.709956E-02,,
-4.97125e-07,+8.709956E-02,,
-4.97e-07,+8.709956E-02,,
-4.96875e-07,+8.709956E-02,,
-4.9675e-07,+8.709956E-02,,
-4.96625e-07,+8.709956E-02,,
-4.965e-07,+8.709956E-02,,
-4.96375e-07,+8.709956E-02,,
-4.9625e-07,+8.709956E-02,,
-4.96125e-07,+0.000000E+00,,
-4.96e-07,+0.000000E+00,,
-4.95875e-07,+8.709956E-02,,
-4.9575e-07,+8.709956E-02,,
-4.95625e-07,+8.709956E-02,,
-4.955e-07,+8.709956E-02,,
-4.95375e-07,+8.709956E-02,,
-4.9525e-07,+8.709956E-02,,
-4.95125e-07,+8.709956E-02,,
-4.95e-07,+8.709956E-02,,
-4.94875e-07,+8.709956E-02,,
-4.9475e-07,+8.709956E-02,,
-4.94625e-07,+8.709956E-02,,
-4.945e-07,+8.709956E-02,,
-4.94375e-07,+8.709956E-02,,
-4.9425e-07,+8.709956E-02,,
-4.94125e-07,+8.709956E-02,,
-4.94e-07,+8.709956E-02,,
-4.93875e-07,+8.709956E-02,,
-4.9375e-07,+8.709956E-02,,
-4.93625e-07,+8.709956E-02,,
-4.935e-07,+8.709956E-02,,
-4.93375e-07,+8.709956E-02,,
-4.9325e-07,+8.709956E-02,,
-4.93125e-07,+8.709956E-02,,
-4.93e-07,+8.709956E-02,,
-4.92875e-07,+8.709956E-02,,
-4.9275e-07,+8.709956E-02,,
-4.92625e-07,+8.709956E-02,,
-4.925e-07,+8.709956E-02,,
-4.92375e-07,+8.709956E-02,,
-4.9225e-07,+8.709956E-02,,
-4.92125e-07,+8.709956E-02,,
-4.92e-07,+8.709956E-02,,
-4.91875e-07,+8.709956E-02,,
-4.9175e-07,+8.709956E-02,,
-4.91625e-07,+8.709956E-02,,
-4.915e-07,+8.709956E-02,,
-4.91375e-07,+8.709956E-02,,
-4.9125e-07,+8.709956E-02,,
-4.91125e-07,+8.709956E-02,,
-4.91e-07,+8.709956E-02,,
-4.90875e-07,+8.709956E-02,,
-4.9075e-07,+8.709956E-02,,
-4.90625e-07,+8.709956E-02,,
-4.905e-07,+8.709956E-02,,
-4.90375e-07,+8.709956E-02,,
-4.9025e-07,+8.709956E-02,,
-4.90125e-07,+8.709956E-02,,
-4.9e-07,+8.709956E-02,,
-4.89875e-07,+8.709956E-02,,
-4.8975e-07,+8.709956E-02,,
-4.89625e-07,+8.709956E-02,,
-4.895e-07,+8.709956E-02,,
-4.89375e-07,+8.709956E-02,,
-4.8925e-07,+8.709956E-02,,
-4.89125e-07,+8.709956E-02,,
-4.89e-07,+8.709956E-02,,
-4.88875e-07,+8.709956E-02,,
-4.8875e-07,+8.709956E-02,,
-4.88625e-07,+8.709956E-02,,
-4.885e-07,+8.709956E-02,,
-4.88375e-07,+8.709956E-02,,
-4.8825e-07,+8.709956E-02,,
-4.88125e-07,+8.709956E-02,,
-4.88e-07,+8.709956E-02,,
-4.87875e-07,+8.709956E-02,,
-4.8775e-07,+8.709956E-02,,
-4.87625e-07,+8.709956E-02,,
-4.875e-07,+8.709956E-02,,
-4.87375e-07,+1.741991E-01,,
-4.8725e-07,+8.709956E-02,,
-4.87125e-07,+8.709956E-02,,
-4.87e-07,+8.709956E-02,,
-4.86875e-07,+8.709956E-02,,
-4.8675e-07,+8.709956E-02,,
-4.86625e-07,+8.709956E-02,,
-4.865e-07,+8.709956E-02,,
-4.86375e-07,+8.709956E-02,,
-4.8625e-07,+8.709956E-02,,
-4.86125e-07,+8.709956E-02,,
-4.86e-07,+8.709956E-02,,
-4.85875e-07,+8.709956E-02,,
-4.8575e-07,+8.709956E-02,,
-4.85625e-07,+8.709956E-02,,
-4.855e-07,+8.709956E-02,,
-4.85375e-07,+8.709956E-02,,
-4.8525e-07,+8.709956E-02,,
-4.85125e-07,+8.709956E-02,,
-4.85e-07,+8.709956E-02,,
-4.84875e-07,+8.709956E-02,,
-4.8475e-07,+8.709956E-02,,
-4.84625e-07,+8.709956E-02,,
-4.845e-07,+8.709956E-02,,
-4.84375e-07,+8.709956E-02,,
-4.8425e-07,+8.709956E-02,,
-4.84125e-07,+8.709956E-02,,
-4.84e-07,+8.709956E-02,,
-4.83875e-07,+8.709956E-02,,
-4.8375e-07,+8.709956E-02,,
-4.83625e-07,+8.709956E-02,,
-4.835e-07,+8.709956E-02,,
-4.83375e-07,+8.709956E-02,,
-4.8325e-07,+8.709956E-02,,
-4.83125e-07,+8.709956E-02,,
-4.83e-07,+8.709956E-02,,
-4.82875e-07,+8.709956E-02,,
-4.8275e-07,+8.709956E-02,,
-4.82625e-07,+8.709956E-02,,
-4.825e-07,+8.709956E-02,,
-4.82375e-07,+8.709956E-02,,
-4.8225e-07,+0.000000E+00,,
-4.82125e-07,+8.709956E-02,,
-4.82e-07,+8.709956E-02,,
-4.81875e-07,+8.709956E-02,,
-4.8175e-07,+0.000000E+00,,
-4.81625e-07,+8.709956E-02,,
-4.815e-07,+8.709956E-02,,
-4.81375e-07,+8.709956E-02,,
-4.8125e-07,+8.709956E-02,,
-4.81125e-07,+8.709956E-02,,
-4.81e-07,+8.709956E-02,,
