Time (s),Voltage (V)
-1.1408499999994317e-05,0.0
-1.1408374999994317e-05,0.0
-1.1408249999994317e-05,0.0
-1.1408124999994317e-05,0.0
-1.1407999999994316e-05,0.0
-1.1407874999994316e-05,0.0
-1.1407749999994316e-05,0.0
-1.1407624999994315e-05,0.0
-1.1407499999994315e-05,0.0
-1.1407374999994315e-05,0.0
-1.1407249999994315e-05,0.0
-1.1407124999994314e-05,0.0
-1.1406999999994314e-05,0.0
-1.1406874999994314e-05,0.0
-1.1406749999994314e-05,0.0
-1.1406624999994313e-05,0.0
-1.1406499999994313e-05,0.0
-1.1406374999994313e-05,0.0
-1.1406249999994312e-05,0.0
-1.1406124999994312e-05,0.0
-1.1405999999994312e-05,0.0
-1.1405874999994312e-05,0.0
-1.1405749999994311e-05,0.0
-1.1405624999994311e-05,0.0
-1.140549999999431e-05,0.0
-1.140537499999431e-05,0.0
-1.140524999999431e-05,0.0
-1.140512499999431e-05,0.0
-1.140499999999431e-05,0.0
-1.140487499999431e-05,0.0
-1.140474999999431e-05,0.0
-1.1404624999994309e-05,0.0
-1.1404499999994309e-05,0.0
-1.1404374999994308e-05,0.0
-1.1404249999994308e-05,0.0
-1.1404124999994308e-05,0.0
-1.1403999999994308e-05,0.0
-1.1403874999994307e-05,0.0
-1.1403749999994307e-05,0.0
-1.1403624999994307e-05,0.04338928
-1.1403499999994306e-05,0.04338928
-1.1403374999994306e-05,0.04338928
-1.1403249999994306e-05,0.04338928
-1.1403124999994306e-05,0.04338928
-1.1402999999994305e-05,0.0
-1.1402874999994305e-05,0.0
-1.1402749999994305e-05,0.0
-1.1402624999994304e-05,0.0
-1.1402499999994304e-05,0.0
-1.1402374999994304e-05,0.0
-1.1402249999994304e-05,0.0
-1.1402124999994303e-05,0.0
-1.1401999999994303e-05,0.0
-1.1401874999994303e-05,0.0
-1.1401749999994303e-05,0.0
-1.1401624999994302e-05,0.0
-1.1401499999994302e-05,0.0
-1.1401374999994302e-05,0.0
-1.1401249999994301e-05,0.0
-1.1401124999994301e-05,0.0
-1.1400999999994301e-05,0.0
-1.14008749999943e-05,0.0
-1.14007499999943e-05,0.0
-1.14006249999943e-05,0.0
-1.14004999999943e-05,0.0
-1.14003749999943e-05,0.0
-1.14002499999943e-05,0.0
-1.1400124999994299e-05,0.0
-1.1399999999994299e-05,0.0
-1.1399874999994298e-05,0.0
-1.1399749999994298e-05,0.0
-1.1399624999994298e-05,0.0
-1.1399499999994298e-05,0.0
-1.1399374999994297e-05,0.0
-1.1399249999994297e-05,0.0
-1.1399124999994297e-05,0.0
-1.1398999999994297e-05,0.0
-1.1398874999994296e-05,0.0
-1.1398749999994296e-05,0.0
-1.1398624999994296e-05,0.0
-1.1398499999994295e-05,0.0
-1.1398374999994295e-05,0.0
-1.1398249999994295e-05,0.0
-1.1398124999994295e-05,0.0
-1.1397999999994294e-05,0.0
-1.1397874999994294e-05,0.0
-1.1397749999994294e-05,0.0
-1.1397624999994294e-05,0.0
-1.1397499999994293e-05,0.0
-1.1397374999994293e-05,0.0
-1.1397249999994293e-05,0.0
-1.1397124999994292e-05,0.0
-1.1396999999994292e-05,0.0
-1.1396874999994292e-05,0.0
-1.1396749999994292e-05,0.0
-1.1396624999994291e-05,0.0
-1.1396499999994291e-05,0.0
-1.139637499999429e-05,0.0
-1.139624999999429e-05,0.0
-1.139612499999429e-05,0.0
-1.139599999999429e-05,0.0
-1.139587499999429e-05,0.0
-1.139574999999429e-05,0.0
-1.1395624999994289e-05,0.0
-1.1395499999994289e-05,0.0
-1.1395374999994289e-05,0.0
-1.1395249999994288e-05,0.0
-1.1395124999994288e-05,0.0
-1.1394999999994288e-05,0.0
-1.1394874999994288e-05,0.0
-1.1394749999994287e-05,0.0
-1.1394624999994287e-05,0.0
-1.1394499999994287e-05,0.0
-1.1394374999994286e-05,0.0
-1.1394249999994286e-05,0.0
-1.1394124999994286e-05,0.0
-1.1393999999994286e-05,0.0
-1.1393874999994285e-05,0.0
-1.1393749999994285e-05,0.0
-1.1393624999994285e-05,0.0
-1.1393499999994284e-05,0.0
-1.1393374999994284e-05,0.0
-1.1393249999994284e-05,0.0
-1.1393124999994284e-05,0.0
-1.1392999999994283e-05,0.0
-1.1392874999994283e-05,0.0
-1.1392749999994283e-05,0.0
-1.1392624999994283e-05,0.0
-1.1392499999994282e-05,0.0
-1.1392374999994282e-05,0.0
-1.1392249999994282e-05,0.0
-1.1392124999994281e-05,0.0
-1.1391999999994281e-05,0.0
-1.1391874999994281e-05,0.0
-1.139174999999428e-05,0.0
-1.139162499999428e-05,0.0
-1.139149999999428e-05,0.0
-1.139137499999428e-05,0.0
-1.139124999999428e-05,0.0
-1.139112499999428e-05,0.0
-1.1390999999994279e-05,0.0
-1.1390874999994279e-05,0.0
-1.1390749999994278e-05,0.0
-1.1390624999994278e-05,0.0
-1.1390499999994278e-05,0.04338928
-1.1390374999994278e-05,0.04338928
-1.1390249999994277e-05,0.04338928
-1.1390124999994277e-05,0.0
-1.1389999999994277e-05,0.0
-1.1389874999994277e-05,0.0
-1.1389749999994276e-05,0.0
-1.1389624999994276e-05,0.0
-1.1389499999994276e-05,0.0
-1.1389374999994275e-05,0.0
-1.1389249999994275e-05,0.0
-1.1389124999994275e-05,0.0
-1.1388999999994275e-05,0.0
-1.1388874999994274e-05,0.0
-1.1388749999994274e-05,0.0
-1.1388624999994274e-05,0.04338928
-1.1388499999994274e-05,0.0
-1.1388374999994273e-05,0.04338928
-1.1388249999994273e-05,0.04338928
-1.1388124999994273e-05,0.0
-1.1387999999994272e-05,0.0
-1.1387874999994272e-05,0.0
-1.1387749999994272e-05,0.0
-1.1387624999994272e-05,0.0
-1.1387499999994271e-05,0.0
-1.1387374999994271e-05,0.0
-1.138724999999427e-05,0.0
-1.138712499999427e-05,0.0
-1.138699999999427e-05,0.0
-1.138687499999427e-05,0.0
-1.138674999999427e-05,0.0
-1.138662499999427e-05,0.0
-1.1386499999994269e-05,0.0
-1.1386374999994269e-05,0.0
-1.1386249999994269e-05,0.0
-1.1386124999994268e-05,0.0
-1.1385999999994268e-05,0.0
-1.1385874999994268e-05,0.0
-1.1385749999994267e-05,0.0
-1.1385624999994267e-05,0.0
-1.1385499999994267e-05,0.0
-1.1385374999994267e-05,0.0
-1.1385249999994266e-05,0.0
-1.1385124999994266e-05,0.0
-1.1384999999994266e-05,0.04338928
-1.1384874999994266e-05,0.04338928
-1.1384749999994265e-05,0.04338928
-1.1384624999994265e-05,0.04338928
-1.1384499999994265e-05,0.0
-1.1384374999994264e-05,0.0
-1.1384249999994264e-05,0.0
-1.1384124999994264e-05,0.0
-1.1383999999994264e-05,0.0
-1.1383874999994263e-05,0.0
-1.1383749999994263e-05,0.0
-1.1383624999994263e-05,0.0
-1.1383499999994263e-05,0.0
-1.1383374999994262e-05,0.0
-1.1383249999994262e-05,0.0
-1.1383124999994262e-05,0.0
-1.1382999999994261e-05,0.0
-1.1382874999994261e-05,0.0
-1.1382749999994261e-05,0.0
-1.138262499999426e-05,0.0
-1.138249999999426e-05,0.0
-1.138237499999426e-05,0.0
-1.138224999999426e-05,0.0
-1.138212499999426e-05,0.0
-1.138199999999426e-05,0.04338928
-1.1381874999994259e-05,0.04338928
-1.1381749999994259e-05,0.04338928
-1.1381624999994258e-05,0.04338928
-1.1381499999994258e-05,0.04338928
-1.1381374999994258e-05,0.04338928
-1.1381249999994258e-05,0.04338928
-1.1381124999994257e-05,0.04338928
-1.1380999999994257e-05,0.04338928
-1.1380874999994257e-05,0.04338928
-1.1380749999994257e-05,0.04338928
-1.1380624999994256e-05,0.04338928
-1.1380499999994256e-05,0.04338928
-1.1380374999994256e-05,0.0
-1.1380249999994255e-05,0.0
-1.1380124999994255e-05,0.0
-1.1379999999994255e-05,0.0
-1.1379874999994255e-05,0.0
-1.1379749999994254e-05,0.0
-1.1379624999994254e-05,0.0
-1.1379499999994254e-05,0.0
-1.1379374999994254e-05,0.0
-1.1379249999994253e-05,0.0
-1.1379124999994253e-05,0.0
-1.1378999999994253e-05,0.0
-1.1378874999994252e-05,0.0
-1.1378749999994252e-05,0.0
-1.1378624999994252e-05,0.0
-1.1378499999994252e-05,0.0
-1.1378374999994251e-05,0.0
-1.1378249999994251e-05,0.0
-1.137812499999425e-05,0.0
-1.137799999999425e-05,0.0
-1.137787499999425e-05,0.0
-1.137774999999425e-05,0.0
-1.137762499999425e-05,0.0
-1.137749999999425e-05,0.0
-1.1377374999994249e-05,0.0
-1.1377249999994249e-05,0.0
-1.1377124999994249e-05,0.0
-1.1376999999994248e-05,0.0
-1.1376874999994248e-05,0.0
-1.1376749999994248e-05,0.0
-1.1376624999994247e-05,0.0
-1.1376499999994247e-05,0.0
-1.1376374999994247e-05,0.0
-1.1376249999994247e-05,0.0
-1.1376124999994246e-05,0.0
-1.1375999999994246e-05,0.0
-1.1375874999994246e-05,0.04338928
-1.1375749999994246e-05,0.04338928
-1.1375624999994245e-05,0.04338928
-1.1375499999994245e-05,0.04338928
-1.1375374999994245e-05,0.04338928
-1.1375249999994244e-05,0.04338928
-1.1375124999994244e-05,0.0
-1.1374999999994244e-05,0.0
-1.1374874999994244e-05,0.0
-1.1374749999994243e-05,0.0
-1.1374624999994243e-05,0.0
-1.1374499999994243e-05,0.0
-1.1374374999994243e-05,0.0
-1.1374249999994242e-05,0.0
-1.1374124999994242e-05,0.0
-1.1373999999994242e-05,0.0
-1.1373874999994241e-05,0.0
-1.1373749999994241e-05,0.0
-1.1373624999994241e-05,0.0
-1.137349999999424e-05,0.0
-1.137337499999424e-05,0.0
-1.137324999999424e-05,0.0
-1.137312499999424e-05,0.0
-1.137299999999424e-05,0.0
-1.137287499999424e-05,0.0
-1.1372749999994239e-05,0.0
-1.1372624999994239e-05,0.0
-1.1372499999994238e-05,0.0
-1.1372374999994238e-05,0.0
-1.1372249999994238e-05,0.0
-1.1372124999994238e-05,0.0
-1.1371999999994237e-05,0.0
-1.1371874999994237e-05,0.0
-1.1371749999994237e-05,0.0
-1.1371624999994237e-05,0.0
-1.1371499999994236e-05,0.0
-1.1371374999994236e-05,0.0
-1.1371249999994236e-05,0.0
-1.1371124999994235e-05,0.0
-1.1370999999994235e-05,0.04338928
-1.1370874999994235e-05,0.04338928
-1.1370749999994235e-05,0.04338928
-1.1370624999994234e-05,0.04338928
-1.1370499999994234e-05,0.04338928
-1.1370374999994234e-05,0.04338928
-1.1370249999994234e-05,0.04338928
-1.1370124999994233e-05,0.04338928
-1.1369999999994233e-05,0.04338928
-1.1369874999994233e-05,0.0
-1.1369749999994232e-05,0.0
-1.1369624999994232e-05,0.0
-1.1369499999994232e-05,0.0
-1.1369374999994232e-05,0.0
-1.1369249999994231e-05,0.0
-1.1369124999994231e-05,0.0
-1.136899999999423e-05,0.0
-1.136887499999423e-05,0.0
-1.136874999999423e-05,0.0
-1.136862499999423e-05,0.0
-1.136849999999423e-05,0.0
-1.136837499999423e-05,0.0
-1.1368249999994229e-05,0.0
-1.1368124999994229e-05,0.0
-1.1367999999994229e-05,0.0
-1.1367874999994228e-05,0.0
-1.1367749999994228e-05,0.0
-1.1367624999994228e-05,0.0
-1.1367499999994227e-05,0.0
-1.1367374999994227e-05,0.0
-1.1367249999994227e-05,0.04338928
-1.1367124999994227e-05,0.04338928
-1.1366999999994226e-05,0.04338928
-1.1366874999994226e-05,0.04338928
-1.1366749999994226e-05,0.04338928
-1.1366624999994226e-05,0.04338928
-1.1366499999994225e-05,0.04338928
-1.1366374999994225e-05,0.04338928
-1.1366249999994225e-05,0.0
-1.1366124999994224e-05,0.0
-1.1365999999994224e-05,0.0
-1.1365874999994224e-05,0.0
-1.1365749999994224e-05,0.0
-1.1365624999994223e-05,0.0
-1.1365499999994223e-05,0.0
-1.1365374999994223e-05,0.0
-1.1365249999994223e-05,0.0
-1.1365124999994222e-05,0.0
-1.1364999999994222e-05,0.0
-1.1364874999994222e-05,0.0
-1.1364749999994221e-05,0.0
-1.1364624999994221e-05,0.0
-1.1364499999994221e-05,0.0
-1.136437499999422e-05,0.0
-1.136424999999422e-05,0.0
-1.136412499999422e-05,0.0
-1.136399999999422e-05,0.0
-1.136387499999422e-05,0.0
-1.136374999999422e-05,0.0
-1.1363624999994219e-05,0.0
-1.1363499999994219e-05,0.0
-1.1363374999994218e-05,0.0
-1.1363249999994218e-05,0.0
-1.1363124999994218e-05,0.0
-1.1362999999994218e-05,0.0
-1.1362874999994217e-05,0.0
-1.1362749999994217e-05,0.0
-1.1362624999994217e-05,0.0
-1.1362499999994217e-05,0.0
-1.1362374999994216e-05,0.0
-1.1362249999994216e-05,0.0
-1.1362124999994216e-05,0.0
-1.1361999999994215e-05,0.0
-1.1361874999994215e-05,0.0
-1.1361749999994215e-05,0.0
-1.1361624999994215e-05,0.0
-1.1361499999994214e-05,0.0
-1.1361374999994214e-05,0.0
-1.1361249999994214e-05,0.0
-1.1361124999994213e-05,0.0
-1.1360999999994213e-05,0.0
-1.1360874999994213e-05,0.0
-1.1360749999994213e-05,0.0
-1.1360624999994212e-05,0.0
-1.1360499999994212e-05,0.0
-1.1360374999994212e-05,0.0
-1.1360249999994212e-05,0.0
-1.1360124999994211e-05,0.0
-1.1359999999994211e-05,0.0
-1.135987499999421e-05,0.0
-1.135974999999421e-05,0.0
-1.135962499999421e-05,0.0
-1.135949999999421e-05,0.0
-1.135937499999421e-05,0.0
-1.135924999999421e-05,0.0
-1.1359124999994209e-05,0.0
-1.1358999999994209e-05,0.0
-1.1358874999994209e-05,0.0
-1.1358749999994208e-05,0.0
-1.1358624999994208e-05,0.0
-1.1358499999994208e-05,0.0
-1.1358374999994207e-05,0.0
-1.1358249999994207e-05,0.0
-1.1358124999994207e-05,0.0
-1.1357999999994207e-05,0.0
-1.1357874999994206e-05,0.0
-1.1357749999994206e-05,0.0
-1.1357624999994206e-05,0.0
-1.1357499999994206e-05,0.0
-1.1357374999994205e-05,0.0
-1.1357249999994205e-05,0.0
-1.1357124999994205e-05,0.0
-1.1356999999994204e-05,0.0
-1.1356874999994204e-05,0.0
-1.1356749999994204e-05,0.0
-1.1356624999994204e-05,0.0
-1.1356499999994203e-05,0.0
-1.1356374999994203e-05,0.0
-1.1356249999994203e-05,0.0
-1.1356124999994203e-05,0.0
-1.1355999999994202e-05,0.0
-1.1355874999994202e-05,0.0
-1.1355749999994202e-05,0.0
-1.1355624999994201e-05,0.0
-1.1355499999994201e-05,0.0
-1.1355374999994201e-05,0.0
-1.13552499999942e-05,0.0
-1.13551249999942e-05,0.0
-1.13549999999942e-05,0.0
-1.13548749999942e-05,0.0
-1.13547499999942e-05,0.0
-1.13546249999942e-05,0.0
-1.1354499999994199e-05,0.0
-1.1354374999994199e-05,0.0
-1.1354249999994198e-05,0.0
-1.1354124999994198e-05,0.0
-1.1353999999994198e-05,0.0
-1.1353874999994198e-05,0.0
-1.1353749999994197e-05,0.0
-1.1353624999994197e-05,0.04338928
-1.1353499999994197e-05,0.04338928
-1.1353374999994197e-05,0.0
-1.1353249999994196e-05,0.0
-1.1353124999994196e-05,0.0
-1.1352999999994196e-05,0.0
-1.1352874999994195e-05,0.0
-1.1352749999994195e-05,0.0
-1.1352624999994195e-05,0.0
-1.1352499999994195e-05,0.0
-1.1352374999994194e-05,0.0
-1.1352249999994194e-05,0.0
-1.1352124999994194e-05,0.0
-1.1351999999994193e-05,0.0
-1.1351874999994193e-05,0.0
-1.1351749999994193e-05,0.0
-1.1351624999994193e-05,0.0
-1.1351499999994192e-05,0.0
-1.1351374999994192e-05,0.0
-1.1351249999994192e-05,0.0
-1.1351124999994192e-05,0.0
-1.1350999999994191e-05,0.0
-1.1350874999994191e-05,0.0
-1.135074999999419e-05,0.0
-1.135062499999419e-05,0.0
-1.135049999999419e-05,0.0
-1.135037499999419e-05,0.04338928
-1.135024999999419e-05,0.04338928
-1.135012499999419e-05,0.0
-1.1349999999994189e-05,0.0
-1.1349874999994189e-05,0.0
-1.1349749999994189e-05,0.0
-1.1349624999994188e-05,0.0
-1.1349499999994188e-05,0.0
-1.1349374999994188e-05,0.0
-1.1349249999994187e-05,0.0
-1.1349124999994187e-05,0.0
-1.1348999999994187e-05,0.0
-1.1348874999994187e-05,0.0
-1.1348749999994186e-05,0.0
-1.1348624999994186e-05,0.0
-1.1348499999994186e-05,0.0
-1.1348374999994186e-05,0.0
-1.1348249999994185e-05,0.0
-1.1348124999994185e-05,0.0
-1.1347999999994185e-05,0.0
-1.1347874999994184e-05,0.0
-1.1347749999994184e-05,0.0
-1.1347624999994184e-05,0.0
-1.1347499999994184e-05,0.0
-1.1347374999994183e-05,0.0
-1.1347249999994183e-05,0.0
-1.1347124999994183e-05,0.0
-1.1346999999994183e-05,0.0
-1.1346874999994182e-05,0.0
-1.1346749999994182e-05,0.0
-1.1346624999994182e-05,0.0
-1.1346499999994181e-05,0.0
-1.1346374999994181e-05,0.0
-1.1346249999994181e-05,0.0
-1.134612499999418e-05,0.0
-1.134599999999418e-05,0.0
-1.134587499999418e-05,0.0
-1.134574999999418e-05,0.0
-1.134562499999418e-05,0.0
-1.134549999999418e-05,0.0
-1.1345374999994179e-05,0.0
-1.1345249999994179e-05,0.0
-1.1345124999994178e-05,0.0
-1.1344999999994178e-05,0.0
-1.1344874999994178e-05,0.0
-1.1344749999994178e-05,0.0
-1.1344624999994177e-05,0.0
-1.1344499999994177e-05,0.0
-1.1344374999994177e-05,0.0
-1.1344249999994176e-05,0.0
-1.1344124999994176e-05,0.0
-1.1343999999994176e-05,0.0
-1.1343874999994176e-05,0.0
-1.1343749999994175e-05,0.0
-1.1343624999994175e-05,0.0
-1.1343499999994175e-05,0.0
-1.1343374999994175e-05,0.0
-1.1343249999994174e-05,0.0
-1.1343124999994174e-05,0.0
-1.1342999999994174e-05,0.0
-1.1342874999994173e-05,0.0
-1.1342749999994173e-05,0.0
-1.1342624999994173e-05,0.0
-1.1342499999994173e-05,0.0
-1.1342374999994172e-05,0.0
-1.1342249999994172e-05,0.0
-1.1342124999994172e-05,0.0
-1.1341999999994172e-05,0.0
-1.1341874999994171e-05,0.04338928
-1.1341749999994171e-05,0.04338928
-1.134162499999417e-05,0.04338928
-1.134149999999417e-05,0.04338928
-1.134137499999417e-05,0.04338928
-1.134124999999417e-05,0.04338928
-1.134112499999417e-05,0.0
-1.134099999999417e-05,0.0
-1.1340874999994169e-05,0.0
-1.1340749999994169e-05,0.0
-1.1340624999994169e-05,0.0
-1.1340499999994168e-05,0.0
-1.1340374999994168e-05,0.0
-1.1340249999994168e-05,0.0
-1.1340124999994167e-05,0.0
-1.1339999999994167e-05,0.0
-1.1339874999994167e-05,0.0
-1.1339749999994167e-05,0.0
-1.1339624999994166e-05,0.0
-1.1339499999994166e-05,0.0
-1.1339374999994166e-05,0.0
-1.1339249999994166e-05,0.0
-1.1339124999994165e-05,0.0
-1.1338999999994165e-05,0.0
-1.1338874999994165e-05,0.0
-1.1338749999994164e-05,0.0
-1.1338624999994164e-05,0.0
-1.1338499999994164e-05,0.0
-1.1338374999994164e-05,0.0
-1.1338249999994163e-05,0.0
-1.1338124999994163e-05,0.0
-1.1337999999994163e-05,0.0
-1.1337874999994163e-05,0.0
-1.1337749999994162e-05,0.0
-1.1337624999994162e-05,0.0
-1.1337499999994162e-05,0.0
-1.1337374999994161e-05,0.0
-1.1337249999994161e-05,0.0
-1.1337124999994161e-05,0.0
-1.133699999999416e-05,0.0
-1.133687499999416e-05,0.0
-1.133674999999416e-05,0.0
-1.133662499999416e-05,0.0
-1.133649999999416e-05,0.0
-1.133637499999416e-05,0.0
-1.1336249999994159e-05,0.0
-1.1336124999994159e-05,0.0
-1.1335999999994158e-05,0.0
-1.1335874999994158e-05,0.0
-1.1335749999994158e-05,0.0
-1.1335624999994158e-05,0.0
-1.1335499999994157e-05,0.0
-1.1335374999994157e-05,0.0
-1.1335249999994157e-05,0.0
-1.1335124999994156e-05,0.0
-1.1334999999994156e-05,0.0
-1.1334874999994156e-05,0.0
-1.1334749999994156e-05,0.0
-1.1334624999994155e-05,0.0
-1.1334499999994155e-05,0.0
-1.1334374999994155e-05,0.0
-1.1334249999994155e-05,0.0
-1.1334124999994154e-05,0.0
-1.1333999999994154e-05,0.0
-1.1333874999994154e-05,0.0
-1.1333749999994153e-05,0.0
-1.1333624999994153e-05,0.0
-1.1333499999994153e-05,0.0
-1.1333374999994153e-05,0.0
-1.1333249999994152e-05,0.0
-1.1333124999994152e-05,0.0
-1.1332999999994152e-05,0.0
-1.1332874999994152e-05,0.0
-1.1332749999994151e-05,0.0
-1.1332624999994151e-05,0.0
-1.133249999999415e-05,0.0
-1.133237499999415e-05,0.0
-1.133224999999415e-05,0.0
-1.133212499999415e-05,0.0
-1.133199999999415e-05,0.0
-1.133187499999415e-05,0.0
-1.1331749999994149e-05,0.0
-1.1331624999994149e-05,0.0
-1.1331499999994149e-05,0.0
-1.1331374999994148e-05,0.0
-1.1331249999994148e-05,0.0
-1.1331124999994148e-05,0.0
-1.1330999999994147e-05,0.0
-1.1330874999994147e-05,0.0
-1.1330749999994147e-05,0.0
-1.1330624999994147e-05,0.04338928
-1.1330499999994146e-05,0.04338928
-1.1330374999994146e-05,0.0
-1.1330249999994146e-05,0.0
-1.1330124999994146e-05,0.0
-1.1329999999994145e-05,0.0
-1.1329874999994145e-05,0.0
-1.1329749999994145e-05,0.0
-1.1329624999994144e-05,0.0
-1.1329499999994144e-05,0.0
-1.1329374999994144e-05,0.0
-1.1329249999994144e-05,0.0
-1.1329124999994143e-05,0.0
-1.1328999999994143e-05,0.0
-1.1328874999994143e-05,0.0
-1.1328749999994143e-05,0.0
-1.1328624999994142e-05,0.0
-1.1328499999994142e-05,0.0
-1.1328374999994142e-05,0.0
-1.1328249999994141e-05,0.0
-1.1328124999994141e-05,0.0
-1.1327999999994141e-05,0.0
-1.132787499999414e-05,0.0
-1.132774999999414e-05,0.0
-1.132762499999414e-05,0.0
-1.132749999999414e-05,0.0
-1.132737499999414e-05,0.04338928
-1.132724999999414e-05,0.0
-1.1327124999994139e-05,0.0
-1.1326999999994139e-05,0.0
-1.1326874999994138e-05,0.0
-1.1326749999994138e-05,0.04338928
-1.1326624999994138e-05,0.04338928
-1.1326499999994138e-05,0.04338928
-1.1326374999994137e-05,0.04338928
-1.1326249999994137e-05,0.0
-1.1326124999994137e-05,0.04338928
-1.1325999999994136e-05,0.04338928
-1.1325874999994136e-05,0.04338928
-1.1325749999994136e-05,0.0
-1.1325624999994136e-05,0.0
-1.1325499999994135e-05,0.0
-1.1325374999994135e-05,0.0
-1.1325249999994135e-05,0.0
-1.1325124999994135e-05,0.0
-1.1324999999994134e-05,0.0
-1.1324874999994134e-05,0.0
-1.1324749999994134e-05,0.0
-1.1324624999994133e-05,0.0
-1.1324499999994133e-05,0.0
-1.1324374999994133e-05,0.0
-1.1324249999994133e-05,0.0
-1.1324124999994132e-05,0.0
-1.1323999999994132e-05,0.0
-1.1323874999994132e-05,0.0
-1.1323749999994132e-05,0.0
-1.1323624999994131e-05,0.0
-1.1323499999994131e-05,0.0
-1.132337499999413e-05,0.0
-1.132324999999413e-05,0.0
-1.132312499999413e-05,0.0
-1.132299999999413e-05,0.0
-1.132287499999413e-05,0.0
-1.132274999999413e-05,0.0
-1.1322624999994129e-05,0.0
-1.1322499999994129e-05,0.0
-1.1322374999994129e-05,0.0
-1.1322249999994128e-05,0.0
-1.1322124999994128e-05,0.0
-1.1321999999994128e-05,0.0
-1.1321874999994127e-05,0.0
-1.1321749999994127e-05,0.0
-1.1321624999994127e-05,0.0
-1.1321499999994127e-05,0.0
-1.1321374999994126e-05,0.0
-1.1321249999994126e-05,0.0
-1.1321124999994126e-05,0.0
-1.1320999999994126e-05,0.0
-1.1320874999994125e-05,0.0
-1.1320749999994125e-05,0.0
-1.1320624999994125e-05,0.0
-1.1320499999994124e-05,0.0
-1.1320374999994124e-05,0.0
-1.1320249999994124e-05,0.0
-1.1320124999994124e-05,0.0
-1.1319999999994123e-05,0.0
-1.1319874999994123e-05,0.0
-1.1319749999994123e-05,0.0
-1.1319624999994123e-05,0.0
-1.1319499999994122e-05,0.0
-1.1319374999994122e-05,0.0
-1.1319249999994122e-05,0.0
-1.1319124999994121e-05,0.0
-1.1318999999994121e-05,0.0
-1.1318874999994121e-05,0.0
-1.131874999999412e-05,0.0
-1.131862499999412e-05,0.0
-1.131849999999412e-05,0.0
-1.131837499999412e-05,0.0
-1.131824999999412e-05,0.0
-1.131812499999412e-05,0.0
-1.1317999999994119e-05,0.0
-1.1317874999994119e-05,0.0
-1.1317749999994118e-05,0.0
-1.1317624999994118e-05,0.0
-1.1317499999994118e-05,0.0
-1.1317374999994118e-05,0.0
-1.1317249999994117e-05,0.0
-1.1317124999994117e-05,0.04338928
-1.1316999999994117e-05,0.0
-1.1316874999994116e-05,0.0
-1.1316749999994116e-05,0.0
-1.1316624999994116e-05,0.0
-1.1316499999994116e-05,0.0
-1.1316374999994115e-05,0.0
-1.1316249999994115e-05,0.0
-1.1316124999994115e-05,0.0
-1.1315999999994115e-05,0.0
-1.1315874999994114e-05,0.0
-1.1315749999994114e-05,0.0
-1.1315624999994114e-05,0.0
-1.1315499999994113e-05,0.0
-1.1315374999994113e-05,0.0
-1.1315249999994113e-05,0.0
-1.1315124999994113e-05,0.0
-1.1314999999994112e-05,0.0
-1.1314874999994112e-05,0.0
-1.1314749999994112e-05,0.0
-1.1314624999994112e-05,0.0
-1.1314499999994111e-05,0.0
-1.1314374999994111e-05,0.0
-1.131424999999411e-05,0.0
-1.131412499999411e-05,0.0
-1.131399999999411e-05,0.0
-1.131387499999411e-05,0.0
-1.131374999999411e-05,0.0
-1.131362499999411e-05,0.0
-1.1313499999994109e-05,0.0
-1.1313374999994109e-05,0.0
-1.1313249999994109e-05,0.0
-1.1313124999994108e-05,0.0
-1.1312999999994108e-05,0.0
-1.1312874999994108e-05,0.0
-1.1312749999994107e-05,0.0
-1.1312624999994107e-05,0.0
-1.1312499999994107e-05,0.0
-1.1312374999994107e-05,0.0
-1.1312249999994106e-05,0.0
-1.1312124999994106e-05,0.0
-1.1311999999994106e-05,0.0
-1.1311874999994106e-05,0.0
-1.1311749999994105e-05,0.04338928
-1.1311624999994105e-05,0.04338928
-1.1311499999994105e-05,0.0
-1.1311374999994104e-05,0.0
-1.1311249999994104e-05,0.0
-1.1311124999994104e-05,0.0
-1.1310999999994104e-05,0.0
-1.1310874999994103e-05,0.04338928
-1.1310749999994103e-05,0.04338928
-1.1310624999994103e-05,0.04338928
-1.1310499999994102e-05,0.04338928
-1.1310374999994102e-05,0.04338928
-1.1310249999994102e-05,0.04338928
-1.1310124999994102e-05,0.04338928
-1.1309999999994101e-05,0.04338928
-1.1309874999994101e-05,0.0
-1.1309749999994101e-05,0.0
-1.13096249999941e-05,0.0
-1.13094999999941e-05,0.0
-1.13093749999941e-05,0.0
-1.13092499999941e-05,0.0
-1.13091249999941e-05,0.0
-1.13089999999941e-05,0.0
-1.1308874999994099e-05,0.0
-1.1308749999994099e-05,0.0
-1.1308624999994098e-05,0.04338928
-1.1308499999994098e-05,0.0
-1.1308374999994098e-05,0.0
-1.1308249999994098e-05,0.0
-1.1308124999994097e-05,0.0
-1.1307999999994097e-05,0.0
-1.1307874999994097e-05,0.0
-1.1307749999994096e-05,0.0
-1.1307624999994096e-05,0.0
-1.1307499999994096e-05,0.0
-1.1307374999994096e-05,0.0
-1.1307249999994095e-05,0.0
-1.1307124999994095e-05,0.0
-1.1306999999994095e-05,0.0
-1.1306874999994095e-05,0.0
-1.1306749999994094e-05,0.0
-1.1306624999994094e-05,0.0
-1.1306499999994094e-05,0.0
-1.1306374999994093e-05,0.0
-1.1306249999994093e-05,0.0
-1.1306124999994093e-05,0.0
