3.5749749999952584e-05,-2.084849
3.5749874999952586e-05,-2.041415
3.574999999995259e-05,-2.041415
3.575012499995259e-05,-2.041415
3.575024999995259e-05,-1.99798
3.5750374999952594e-05,-1.99798
3.5750499999952596e-05,-1.99798
3.57506249999526e-05,-1.99798
3.57507499999526e-05,-1.954546
3.57508749999526e-05,-1.954546
3.5750999999952604e-05,-1.954546
3.5751124999952606e-05,-1.954546
3.575124999995261e-05,-1.911112
3.575137499995261e-05,-1.911112
3.575149999995261e-05,-1.911112
3.5751624999952614e-05,-1.867677
3.5751749999952616e-05,-1.867677
3.575187499995262e-05,-1.867677
3.575199999995262e-05,-1.867677
3.575212499995262e-05,-1.824243
3.5752249999952624e-05,-1.824243
3.5752374999952625e-05,-1.780809
3.575249999995263e-05,-1.780809
3.575262499995263e-05,-1.780809
3.575274999995263e-05,-1.780809
3.575287499995263e-05,-1.780809
3.5752999999952635e-05,-1.737374
3.575312499995264e-05,-1.737374
3.575324999995264e-05,-1.737374
3.575337499995264e-05,-1.737374
3.575349999995264e-05,-1.69394
3.5753624999952645e-05,-1.69394
3.575374999995265e-05,-1.650506
3.575387499995265e-05,-1.650506
3.575399999995265e-05,-1.607071
3.575412499995265e-05,-1.607071
3.5754249999952655e-05,-1.607071
3.575437499995266e-05,-1.563637
3.575449999995266e-05,-1.563637
3.575462499995266e-05,-1.520203
3.575474999995266e-05,-1.520203
3.5754874999952665e-05,-1.520203
3.575499999995267e-05,-1.520203
3.575512499995267e-05,-1.476768
3.575524999995267e-05,-1.476768
3.575537499995267e-05,-1.433334
3.5755499999952675e-05,-1.433334
3.575562499995268e-05,-1.433334
3.575574999995268e-05,-1.389899
3.575587499995268e-05,-1.346465
3.575599999995268e-05,-1.346465
3.5756124999952685e-05,-1.346465
3.5756249999952687e-05,-1.303031
3.575637499995269e-05,-1.303031
3.575649999995269e-05,-1.259596
3.575662499995269e-05,-1.259596
3.5756749999952694e-05,-1.216162
3.5756874999952696e-05,-1.216162
3.57569999999527e-05,-1.172728
3.57571249999527e-05,-1.129293
3.57572499999527e-05,-1.129293
3.5757374999952704e-05,-1.085859
3.5757499999952706e-05,-1.085859
3.575762499995271e-05,-1.042425
3.575774999995271e-05,-1.042425
3.575787499995271e-05,-0.9989902
3.5757999999952714e-05,-0.9989902
3.5758124999952716e-05,-0.9989902
3.575824999995272e-05,-0.9555559
